latitude,longitude,brightness,frp,confidence,daynight,acq_date,anio,mes,hora,cluster,riesgo
19.00039,-100.83765,350.5,13.81,n,D,2025-05-07,2025,5,20,1,Alto
19.5693,-98.96083,335.5,3.37,n,D,2025-01-31,2025,1,20,1,Alto
18.78069,-97.25521,367.0,160.0,h,D,2024-03-26,2024,3,18,1,Alto
18.37833,-92.69209,331.68,4.19,n,D,2023-06-22,2023,6,19,1,Alto
17.75731,-92.91957,327.8,5.59,n,N,2025-07-17,2025,7,8,0,Bajo
19.17266,-98.32036,306.83,1.56,n,N,2023-04-23,2023,4,8,0,Bajo
15.75603,-92.3039,367.0,9.42,h,D,2025-03-31,2025,3,20,1,Alto
19.0092,-104.25916,324.26,2.18,n,N,2025-07-22,2025,7,8,0,Bajo
17.97332,-94.52119,307.42,3.5,n,N,2023-08-21,2023,8,7,0,Bajo
19.33556,-104.65549,304.27,1.34,n,N,2025-04-19,2025,4,7,0,Bajo
17.83831,-93.12672,311.79,3.6,n,N,2025-10-24,2025,10,7,0,Bajo
18.89509,-103.39269,307.8,0.96,n,N,2023-06-21,2023,6,8,0,Bajo
16.81068,-94.15173,338.1,2.45,n,N,2024-03-30,2024,3,8,0,Bajo
22.04465,-98.87171,318.53,3.46,n,N,2023-08-13,2023,8,8,0,Bajo
19.82395,-101.37682,367.0,24.54,h,D,2023-05-02,2023,5,20,1,Alto
17.92681,-93.63293,331.53,1.69,l,D,2024-08-05,2024,8,19,2,Medio
16.75864,-98.37467,350.68,16.0,l,D,2024-04-25,2024,4,19,2,Medio
17.89725,-91.959,332.11,3.99,n,D,2025-06-03,2025,6,20,1,Alto
18.34373,-91.73656,367.0,20.88,h,D,2025-05-28,2025,5,20,1,Alto
18.41041,-96.21217,323.86,1.89,n,N,2025-04-18,2025,4,8,0,Bajo
21.23208,-99.0468,333.38,2.65,n,D,2023-09-03,2023,9,19,1,Alto
26.78761,-99.60878,331.74,0.95,l,D,2023-05-10,2023,5,19,2,Medio
17.89687,-92.49187,339.03,8.36,n,N,2023-04-05,2023,4,7,0,Bajo
18.91286,-101.54273,339.11,4.91,n,D,2023-06-02,2023,6,20,1,Alto
18.16505,-95.24542,340.4,8.19,l,D,2024-05-16,2024,5,19,2,Medio
18.1165,-101.89944,344.02,12.86,n,D,2024-05-05,2024,5,19,1,Alto
20.67632,-104.18285,349.6,13.68,l,D,2025-05-18,2025,5,20,2,Medio
19.52296,-89.46329,341.22,6.43,n,D,2023-04-04,2023,4,18,1,Alto
20.54501,-103.19951,297.78,0.45,n,N,2023-03-07,2023,3,8,0,Bajo
18.08643,-96.6391,333.62,3.86,n,D,2024-06-06,2024,6,19,1,Alto
18.16757,-90.31528,311.28,1.32,n,N,2024-05-28,2024,5,8,0,Bajo
17.71996,-93.15524,309.95,0.76,n,N,2023-11-19,2023,11,7,0,Bajo
26.70773,-107.28736,344.99,5.45,n,D,2025-04-14,2025,4,20,2,Medio
24.2382,-105.98434,332.39,11.97,n,D,2024-05-25,2024,5,20,2,Medio
19.13358,-90.50375,348.63,6.76,n,D,2023-05-04,2023,5,19,1,Alto
16.35631,-97.27113,340.9,22.3,n,D,2025-04-27,2025,4,19,1,Alto
19.01145,-100.80689,352.66,8.16,n,D,2024-04-27,2024,4,20,1,Alto
21.25613,-103.87672,295.94,3.08,n,N,2023-05-11,2023,5,9,0,Bajo
20.78962,-104.61885,367.0,21.63,h,D,2025-05-10,2025,5,19,1,Alto
17.03242,-100.19134,337.61,9.33,n,D,2024-04-23,2024,4,20,1,Alto
17.73587,-92.9129,335.08,4.48,l,D,2024-04-25,2024,4,19,2,Medio
16.73351,-91.53422,335.34,3.3,n,D,2023-05-14,2023,5,19,1,Alto
18.60414,-102.70852,350.25,9.21,n,D,2024-04-08,2024,4,19,1,Alto
25.55217,-99.35632,367.0,14.01,h,D,2024-12-23,2024,12,20,1,Alto
17.72397,-100.71499,304.09,1.29,n,N,2023-06-04,2023,6,8,0,Bajo
22.44463,-105.2405,331.57,5.57,n,D,2025-05-15,2025,5,19,2,Medio
25.72183,-107.63744,303.4,0.97,n,N,2023-05-14,2023,5,8,0,Bajo
18.27403,-92.15765,347.26,9.16,n,D,2025-05-30,2025,5,19,1,Alto
19.66167,-103.70361,333.07,13.25,l,D,2025-03-28,2025,3,20,2,Medio
17.89082,-93.18951,316.88,3.35,n,N,2023-01-15,2023,1,7,0,Bajo
16.24342,-97.70192,344.43,131.56,n,D,2023-04-13,2023,4,19,1,Alto
27.76075,-108.43134,314.79,3.55,n,N,2023-05-25,2023,5,8,0,Bajo
18.02137,-100.42231,351.26,7.65,n,D,2025-04-15,2025,4,20,1,Alto
17.00793,-98.35952,309.11,2.1,n,N,2024-04-10,2024,4,8,0,Bajo
18.06796,-93.0912,343.64,17.51,n,D,2024-03-19,2024,3,19,1,Alto
17.84224,-93.12502,367.0,65.03,h,N,2025-05-19,2025,5,6,1,Alto
21.39222,-87.78497,339.11,35.28,l,D,2024-05-19,2024,5,18,2,Medio
17.71052,-93.85275,337.44,2.57,l,D,2025-05-20,2025,5,19,2,Medio
19.91212,-104.65742,367.0,32.08,h,D,2023-05-23,2023,5,20,1,Alto
16.42154,-92.25907,336.77,6.49,n,D,2024-04-08,2024,4,19,1,Alto
20.92817,-89.68717,306.47,2.24,n,N,2025-07-21,2025,7,7,0,Bajo
18.56453,-95.67972,339.72,2.73,n,D,2024-05-09,2024,5,20,1,Alto
17.51043,-101.25803,337.18,2.26,l,D,2023-02-11,2023,2,20,2,Medio
21.3032,-88.46832,342.0,9.65,n,D,2023-04-27,2023,4,20,1,Alto
19.54963,-98.31435,355.69,12.8,n,D,2023-07-11,2023,7,19,1,Alto
17.24273,-100.81843,334.89,2.35,n,D,2023-05-25,2023,5,19,1,Alto
21.44662,-98.12313,345.01,20.79,n,D,2025-09-22,2025,9,20,1,Alto
19.47877,-90.14539,337.76,4.68,n,D,2025-05-08,2025,5,19,1,Alto
20.89634,-88.71061,330.83,2.51,n,D,2025-05-18,2025,5,18,1,Alto
29.83305,-108.15504,350.27,32.52,n,D,2025-05-17,2025,5,20,2,Medio
19.17198,-89.98404,332.77,13.43,l,D,2023-05-17,2023,5,18,2,Medio
16.91514,-98.22851,350.78,6.47,n,D,2024-05-26,2024,5,19,1,Alto
21.40882,-105.18011,304.44,0.83,n,N,2023-06-15,2023,6,8,0,Bajo
20.06165,-104.74588,333.59,5.44,l,D,2024-05-16,2024,5,19,2,Medio
18.45051,-90.90966,339.03,2.82,n,D,2024-04-20,2024,4,19,1,Alto
20.08488,-101.80886,338.33,4.47,n,D,2023-02-26,2023,2,20,1,Alto
25.57726,-99.93264,337.47,5.6,l,D,2023-02-22,2023,2,20,2,Medio
17.01917,-99.70461,337.45,4.71,l,D,2023-05-02,2023,5,20,2,Medio
18.58161,-102.70542,338.48,5.96,n,D,2024-04-10,2024,4,19,1,Alto
20.87744,-105.40231,342.61,10.67,n,D,2023-06-20,2023,6,19,2,Medio
18.56618,-90.82403,345.7,10.1,l,D,2025-05-31,2025,5,19,2,Medio
21.34179,-100.58269,352.3,7.72,n,D,2024-07-18,2024,7,20,1,Alto
26.55433,-106.27757,304.17,1.18,n,N,2024-05-29,2024,5,9,0,Bajo
17.47759,-93.62556,335.13,2.87,n,D,2025-06-04,2025,6,19,1,Alto
17.5888,-100.38161,320.91,1.35,n,N,2024-05-24,2024,5,7,0,Bajo
17.92862,-102.20499,304.91,2.08,n,N,2024-01-28,2024,1,7,0,Bajo
22.32971,-104.19191,306.92,15.79,n,N,2023-06-01,2023,6,9,0,Bajo
19.11929,-90.76274,302.02,0.66,n,N,2023-04-11,2023,4,7,0,Bajo
32.48797,-116.6306,351.92,14.83,n,N,2025-01-23,2025,1,9,2,Medio
27.14537,-104.97191,348.33,18.37,n,D,2024-06-09,2024,6,20,2,Medio
25.70182,-97.49642,331.58,1.87,n,D,2024-11-15,2024,11,19,2,Medio
23.20038,-106.19981,300.74,0.59,n,N,2024-01-29,2024,1,8,0,Bajo
18.55313,-95.8998,340.01,7.83,l,D,2024-05-17,2024,5,19,2,Medio
18.3437,-91.35716,342.06,5.09,n,D,2024-04-28,2024,4,18,1,Alto
23.91567,-101.77145,350.31,4.99,l,D,2024-06-16,2024,6,20,2,Medio
26.95257,-108.32759,310.11,1.3,n,N,2025-04-11,2025,4,8,0,Bajo
20.71799,-103.94916,367.0,8.56,h,D,2024-03-30,2024,3,19,1,Alto
22.43011,-104.9923,343.26,10.57,l,D,2024-05-19,2024,5,20,2,Medio
18.20495,-94.00776,367.0,17.52,h,N,2024-05-15,2024,5,7,1,Alto
17.89359,-93.18645,343.08,4.17,n,N,2025-10-25,2025,10,7,0,Bajo
20.26282,-96.89139,341.21,8.65,n,D,2025-06-14,2025,6,19,1,Alto
16.74526,-92.85401,367.0,126.41,l,D,2023-04-28,2023,4,19,2,Medio
23.70507,-98.87464,336.71,7.02,n,D,2025-02-06,2025,2,19,2,Medio
18.2042,-91.9208,296.79,0.27,n,N,2025-05-09,2025,5,8,0,Bajo
22.25035,-101.98546,336.76,1.22,n,D,2025-02-01,2025,2,19,2,Medio
20.52567,-100.92519,327.59,2.32,n,N,2024-03-30,2024,3,8,0,Bajo
21.18023,-104.68732,356.88,23.64,l,D,2025-04-02,2025,4,19,2,Medio
18.75523,-90.10962,310.32,1.99,n,N,2025-05-26,2025,5,8,0,Bajo
17.08702,-91.52586,336.32,5.72,n,D,2024-05-25,2024,5,18,1,Alto
22.18469,-105.16026,348.84,4.42,n,D,2024-04-29,2024,4,20,2,Medio
19.19835,-90.17236,342.41,8.27,l,D,2023-03-17,2023,3,19,2,Medio
26.80191,-107.34655,343.66,5.67,n,D,2025-05-25,2025,5,19,2,Medio
18.47702,-91.19769,335.5,7.77,l,D,2024-05-05,2024,5,19,2,Medio
17.89635,-92.48869,347.44,10.33,n,D,2024-03-21,2024,3,18,1,Alto
18.77951,-88.83684,336.46,4.08,n,D,2025-05-15,2025,5,19,1,Alto
21.32687,-104.93257,307.85,1.38,n,N,2023-05-27,2023,5,9,0,Bajo
19.67325,-103.37751,303.61,1.2,n,N,2023-06-23,2023,6,9,0,Bajo
27.88061,-108.50915,299.48,2.12,n,N,2025-03-17,2025,3,8,0,Bajo
17.13643,-97.36794,341.95,16.57,n,D,2024-04-28,2024,4,20,1,Alto
27.52498,-110.19755,330.55,3.33,l,D,2023-05-25,2023,5,19,2,Medio
18.057,-91.75172,340.92,5.35,n,D,2024-04-28,2024,4,18,1,Alto
18.45261,-100.79749,349.86,8.63,n,D,2024-04-20,2024,4,19,1,Alto
18.91142,-91.04269,330.33,5.39,l,D,2023-06-04,2023,6,19,2,Medio
18.16245,-90.29052,317.84,2.11,n,N,2024-06-06,2024,6,6,0,Bajo
19.32675,-89.31293,346.85,9.54,n,D,2024-03-29,2024,3,19,1,Alto
19.19064,-101.95325,335.01,10.78,n,D,2023-05-22,2023,5,20,1,Alto
17.65579,-93.36,339.04,8.82,l,D,2024-05-22,2024,5,19,2,Medio
18.039,-101.39841,336.87,2.18,n,D,2023-04-15,2023,4,20,1,Alto
17.88975,-93.19192,345.08,8.32,n,D,2023-10-14,2023,10,20,1,Alto
16.9266,-94.11414,335.21,34.23,n,D,2024-04-30,2024,4,19,1,Alto
20.04726,-99.29137,329.58,2.54,n,D,2023-12-24,2023,12,19,1,Alto
20.40773,-89.36577,341.48,8.8,n,D,2025-05-20,2025,5,19,1,Alto
20.48376,-102.13431,305.3,1.6,n,N,2024-05-20,2024,5,8,0,Bajo
24.53904,-99.71987,296.28,0.56,n,N,2024-03-22,2024,3,9,0,Bajo
17.90794,-95.42344,331.76,6.34,l,D,2023-05-03,2023,5,19,2,Medio
18.90105,-91.02483,331.78,6.29,l,D,2024-04-06,2024,4,18,2,Medio
18.42356,-103.36861,351.76,5.1,n,D,2024-05-23,2024,5,20,1,Alto
19.436,-104.25066,299.92,0.83,n,N,2023-06-14,2023,6,8,0,Bajo
19.95107,-101.02176,333.83,3.39,n,N,2024-04-03,2024,4,8,0,Bajo
19.6739,-103.37679,312.75,1.89,n,N,2023-06-05,2023,6,8,0,Bajo
17.98175,-94.52713,345.49,8.26,n,D,2023-04-14,2023,4,19,1,Alto
23.04352,-104.81964,337.07,4.97,n,D,2023-06-26,2023,6,19,2,Medio
18.34077,-102.9892,338.28,4.03,n,D,2023-06-05,2023,6,19,1,Alto
18.44302,-102.91024,303.62,2.89,n,N,2024-04-03,2024,4,8,0,Bajo
19.24299,-99.45544,303.95,0.87,n,N,2024-03-25,2024,3,8,0,Bajo
19.42833,-89.70124,347.48,30.28,n,D,2023-03-29,2023,3,19,1,Alto
18.60544,-100.3952,307.91,1.77,n,N,2024-05-14,2024,5,7,0,Bajo
18.66209,-90.4308,338.69,4.92,l,D,2024-05-07,2024,5,19,2,Medio
20.81283,-103.90756,350.98,17.51,n,D,2025-05-19,2025,5,19,1,Alto
30.9119,-108.66441,355.72,31.42,n,D,2025-12-03,2025,12,19,2,Medio
18.46211,-90.54131,304.14,0.21,n,N,2025-04-25,2025,4,7,0,Bajo
23.05163,-105.85759,344.98,8.38,n,D,2024-05-29,2024,5,20,2,Medio
21.11907,-88.73269,347.25,19.04,n,D,2025-05-05,2025,5,19,1,Alto
21.03983,-87.00383,340.94,11.12,n,D,2024-06-07,2024,6,19,1,Alto
17.98147,-94.52921,367.0,14.64,h,D,2024-04-06,2024,4,18,1,Alto
25.62417,-106.81169,347.69,3.01,n,D,2025-03-14,2025,3,20,2,Medio
18.63405,-88.59041,344.98,8.74,n,D,2024-05-07,2024,5,19,1,Alto
16.71082,-98.10368,346.82,6.56,n,D,2024-06-06,2024,6,19,1,Alto
21.10681,-104.2939,347.95,7.58,n,D,2023-04-26,2023,4,20,2,Medio
24.75365,-97.75879,337.83,12.64,n,D,2023-01-28,2023,1,19,2,Medio
17.4713,-101.08751,336.86,3.52,n,D,2024-05-28,2024,5,19,1,Alto
17.18593,-94.32436,338.1,8.84,n,D,2023-02-28,2023,2,19,1,Alto
19.8504,-103.18082,300.17,1.22,n,N,2025-05-14,2025,5,8,0,Bajo
26.41325,-107.65763,308.72,1.84,n,N,2023-06-15,2023,6,8,0,Bajo
18.05177,-101.2321,337.16,5.2,n,D,2023-05-26,2023,5,19,1,Alto
19.23381,-98.22426,334.34,4.65,n,D,2024-12-05,2024,12,19,1,Alto
18.01805,-91.90049,338.49,4.1,n,D,2023-06-21,2023,6,19,1,Alto
15.96421,-92.56864,338.71,12.13,n,D,2023-04-25,2023,4,19,1,Alto
27.4279,-107.54391,367.0,21.65,h,D,2024-05-23,2024,5,20,1,Alto
20.93535,-104.9911,343.58,4.39,n,D,2023-05-24,2023,5,19,2,Medio
18.53706,-96.14642,306.59,0.57,n,N,2025-03-11,2025,3,8,0,Bajo
22.84693,-105.59955,342.53,9.37,n,D,2023-05-10,2023,5,19,2,Medio
18.22806,-102.38101,335.07,10.06,n,D,2023-05-26,2023,5,21,1,Alto
20.80751,-88.43679,337.74,5.98,l,D,2024-04-15,2024,4,19,2,Medio
18.40056,-99.84737,332.99,1.65,l,D,2024-05-19,2024,5,20,2,Medio
16.15247,-96.27962,330.69,7.16,n,N,2025-04-19,2025,4,7,0,Bajo
16.33465,-98.4059,344.21,5.99,n,D,2025-05-26,2025,5,19,1,Alto
19.17479,-89.2809,367.0,8.5,h,D,2024-05-25,2024,5,18,1,Alto
25.60485,-100.91956,347.61,8.83,n,D,2023-06-26,2023,6,19,2,Medio
19.278,-99.79849,338.32,7.55,l,D,2025-05-16,2025,5,19,2,Medio
24.62056,-106.6589,367.0,7.64,h,D,2025-05-28,2025,5,20,1,Alto
19.99116,-102.53461,345.19,17.61,n,D,2025-05-17,2025,5,20,1,Alto
16.69405,-98.35109,352.99,27.28,n,D,2024-04-13,2024,4,20,1,Alto
18.95735,-88.95975,342.21,5.32,n,D,2024-06-07,2024,6,19,1,Alto
22.2643,-97.80587,346.74,10.25,n,D,2024-04-03,2024,4,19,1,Alto
27.35427,-108.35422,299.76,1.03,n,N,2024-06-08,2024,6,9,0,Bajo
19.97376,-99.18279,309.94,1.25,n,N,2024-04-26,2024,4,8,0,Bajo
16.20514,-95.16762,344.58,8.77,n,D,2023-01-22,2023,1,19,1,Alto
20.5506,-103.00539,338.54,10.02,l,D,2024-04-22,2024,4,20,2,Medio
19.83407,-96.51939,346.77,12.46,n,D,2024-06-08,2024,6,19,1,Alto
22.79044,-103.87331,344.85,16.43,n,N,2024-05-26,2024,5,8,0,Bajo
19.28093,-89.80015,333.92,13.93,l,D,2024-05-20,2024,5,18,2,Medio
16.60831,-93.0918,339.21,2.36,n,D,2025-04-25,2025,4,18,1,Alto
28.92619,-110.82457,303.47,2.05,n,N,2024-11-14,2024,11,9,0,Bajo
20.54517,-103.11359,309.31,1.12,n,N,2023-03-28,2023,3,8,0,Bajo
25.72152,-100.30543,314.23,2.32,n,N,2025-03-30,2025,3,9,0,Bajo
26.13636,-107.7963,306.7,3.05,n,N,2023-05-10,2023,5,9,0,Bajo
18.20679,-94.00694,336.18,4.88,n,D,2023-01-25,2023,1,18,1,Alto
21.32422,-88.47198,340.44,7.02,n,D,2023-04-20,2023,4,18,1,Alto
18.06503,-93.30928,314.0,1.53,n,N,2024-12-19,2024,12,7,0,Bajo
23.16054,-98.481,331.84,1.79,n,D,2025-08-05,2025,8,20,2,Medio
16.99769,-96.33846,298.31,1.39,n,N,2024-05-08,2024,5,7,0,Bajo
26.70664,-107.59415,335.46,2.15,l,D,2025-05-05,2025,5,20,2,Medio
27.76711,-108.44743,328.43,5.65,n,N,2023-05-25,2023,5,8,0,Bajo
17.234,-100.11981,330.27,3.45,n,D,2025-05-07,2025,5,20,1,Alto
20.05789,-88.58705,317.36,1.45,n,N,2023-05-14,2023,5,6,0,Bajo
25.60572,-100.9189,311.62,0.97,n,N,2024-11-18,2024,11,8,0,Bajo
19.73957,-90.34107,353.4,7.73,n,D,2024-04-02,2024,4,18,1,Alto
21.08587,-88.32784,333.4,3.29,l,D,2023-04-30,2023,4,19,2,Medio
18.50695,-96.14625,315.76,2.68,n,N,2024-05-16,2024,5,8,0,Bajo
21.83791,-102.29047,299.16,0.5,n,N,2025-02-07,2025,2,8,0,Bajo
19.82554,-105.01264,304.37,1.21,n,N,2023-05-04,2023,5,8,0,Bajo
29.74897,-109.43219,314.06,1.31,n,N,2023-07-04,2023,7,9,0,Bajo
16.70953,-94.50755,307.66,1.72,n,N,2024-04-12,2024,4,7,0,Bajo
21.21034,-97.85983,335.11,3.81,n,D,2023-05-23,2023,5,20,1,Alto
18.12383,-100.15892,321.02,1.82,n,N,2024-03-29,2024,3,8,0,Bajo
26.59372,-107.72233,333.77,2.83,n,N,2025-04-28,2025,4,8,0,Bajo
16.55432,-92.26877,367.0,73.62,h,D,2024-04-18,2024,4,20,1,Alto
21.05731,-88.26878,338.34,5.36,n,D,2024-04-26,2024,4,19,1,Alto
20.94266,-87.91383,335.26,7.76,l,D,2024-05-23,2024,5,19,2,Medio
17.14949,-100.07983,346.63,11.69,n,D,2024-04-18,2024,4,20,1,Alto
17.9657,-93.64833,329.29,2.2,n,N,2025-02-19,2025,2,8,0,Bajo
19.463,-98.21394,335.49,7.11,l,D,2023-03-23,2023,3,19,2,Medio
19.14897,-100.24761,318.02,6.51,n,N,2024-05-06,2024,5,8,0,Bajo
21.54662,-104.89651,301.88,1.78,n,N,2024-04-21,2024,4,8,0,Bajo
26.62184,-107.95227,335.68,12.61,l,D,2023-05-22,2023,5,20,2,Medio
19.69686,-88.71313,355.97,17.07,n,D,2024-05-24,2024,5,18,1,Alto
16.04863,-93.67937,348.76,19.77,n,D,2024-04-17,2024,4,20,1,Alto
18.45535,-95.69778,333.93,3.63,l,D,2024-05-24,2024,5,18,2,Medio
17.84187,-93.12718,367.0,30.49,h,N,2023-03-27,2023,3,6,1,Alto
19.32321,-90.17,308.57,1.79,n,N,2025-05-26,2025,5,8,0,Bajo
16.25644,-96.46159,342.96,99.67,n,D,2024-02-26,2024,2,19,1,Alto
17.75243,-99.94466,342.87,6.29,n,D,2023-04-21,2023,4,20,1,Alto
19.47309,-90.57356,336.71,6.43,l,D,2024-04-20,2024,4,19,2,Medio
14.80311,-92.38423,333.97,4.2,l,D,2024-02-10,2024,2,19,2,Medio
18.27701,-90.53891,339.44,8.21,n,D,2025-05-25,2025,5,19,1,Alto
16.55819,-97.52456,331.95,4.84,l,D,2024-05-09,2024,5,20,2,Medio
17.13332,-97.90125,332.87,3.57,n,D,2024-03-29,2024,3,19,1,Alto
18.98964,-96.66702,345.49,5.32,n,D,2023-03-07,2023,3,19,1,Alto
24.20423,-106.51208,305.67,1.7,n,N,2024-06-13,2024,6,9,0,Bajo
29.7857,-108.68813,367.0,43.57,h,D,2025-05-04,2025,5,19,1,Alto
21.63886,-104.99782,349.63,7.59,n,D,2024-05-14,2024,5,20,2,Medio
19.17312,-103.29504,355.95,9.79,n,D,2023-05-02,2023,5,20,1,Alto
17.76057,-92.32491,348.42,6.5,n,D,2024-05-22,2024,5,19,1,Alto
22.8236,-105.66138,350.26,20.6,l,D,2023-05-12,2023,5,20,2,Medio
22.14868,-101.66441,304.2,1.23,n,N,2025-04-28,2025,4,8,0,Bajo
24.17939,-106.30251,333.25,7.78,l,D,2025-04-21,2025,4,20,2,Medio
18.49267,-97.12795,302.29,0.78,n,N,2025-05-26,2025,5,8,0,Bajo
17.83031,-90.50823,367.0,15.31,h,D,2024-05-27,2024,5,19,1,Alto
26.40606,-107.09797,306.2,1.09,n,N,2025-05-24,2025,5,8,0,Bajo
18.36686,-100.63007,332.16,2.49,l,D,2024-12-10,2024,12,19,2,Medio
18.55139,-103.1545,333.36,9.04,n,N,2023-04-17,2023,4,8,0,Bajo
16.80022,-93.21404,336.59,5.76,l,D,2023-04-02,2023,4,19,2,Medio
24.48018,-106.70451,341.75,7.06,l,D,2024-05-24,2024,5,20,2,Medio
19.94398,-90.34488,309.27,1.52,n,N,2024-04-17,2024,4,7,0,Bajo
17.20211,-99.06665,334.29,4.09,n,D,2023-06-09,2023,6,19,1,Alto
17.93206,-102.20114,303.63,2.47,n,N,2025-04-09,2025,4,9,0,Bajo
19.346,-96.70535,298.31,0.69,n,N,2024-12-13,2024,12,7,0,Bajo
17.89882,-92.49311,347.7,7.84,n,N,2025-12-02,2025,12,8,1,Alto
20.36435,-90.17022,346.46,9.67,n,D,2024-04-01,2024,4,18,1,Alto
19.09316,-90.12376,367.0,18.64,h,D,2024-03-28,2024,3,18,1,Alto
18.79576,-100.34384,353.88,26.66,n,D,2023-05-30,2023,5,19,1,Alto
21.6275,-104.5357,328.06,3.37,n,N,2024-05-04,2024,5,8,0,Bajo
20.77567,-104.54576,335.73,2.84,n,D,2023-05-26,2023,5,21,2,Medio
18.51033,-88.98107,330.57,10.87,n,D,2025-07-23,2025,7,19,1,Alto
31.60129,-115.87283,367.0,17.07,h,D,2024-07-08,2024,7,19,2,Medio
17.97419,-93.46669,334.49,2.32,n,D,2025-04-05,2025,4,20,1,Alto
18.65151,-100.1427,348.26,6.69,n,D,2023-06-03,2023,6,20,1,Alto
16.64339,-93.87022,341.86,4.39,n,D,2025-03-12,2025,3,19,1,Alto
19.05386,-88.30899,309.82,2.32,n,N,2024-05-24,2024,5,7,0,Bajo
21.69683,-101.76645,336.32,18.43,n,N,2023-04-30,2023,4,7,0,Bajo
19.05316,-90.92548,308.94,2.31,n,N,2025-05-07,2025,5,7,0,Bajo
18.02827,-90.33944,367.0,376.42,l,D,2024-05-23,2024,5,19,1,Alto
17.764,-91.77687,339.39,12.23,n,D,2025-05-19,2025,5,19,1,Alto
27.79805,-108.51517,367.0,83.0,l,D,2024-06-19,2024,6,20,2,Medio
30.76743,-112.42812,351.88,55.83,n,D,2023-12-30,2023,12,19,2,Medio
17.6163,-91.12599,304.83,0.74,n,N,2023-05-08,2023,5,7,0,Bajo
24.66292,-105.89259,339.21,7.51,n,D,2023-05-22,2023,5,20,2,Medio
20.8763,-99.20201,310.92,0.92,n,N,2023-06-21,2023,6,8,0,Bajo
27.29349,-107.88277,336.35,5.1,n,N,2025-05-23,2025,5,8,0,Bajo
18.21257,-95.84501,337.9,7.38,l,D,2025-04-27,2025,4,19,2,Medio
21.14775,-88.5379,340.48,1.92,l,D,2025-05-06,2025,5,18,2,Medio
16.68145,-94.47861,332.59,4.59,n,D,2024-04-04,2024,4,19,1,Alto
19.74222,-105.01861,305.95,0.53,n,N,2023-06-04,2023,6,8,0,Bajo
18.37429,-92.52058,367.0,19.03,h,D,2024-05-04,2024,5,18,1,Alto
22.83847,-105.55379,303.38,0.83,n,N,2023-04-17,2023,4,8,0,Bajo
16.88474,-92.85077,339.06,14.82,n,N,2023-04-29,2023,4,8,0,Bajo
17.87005,-99.74641,335.42,2.66,l,D,2024-05-19,2024,5,20,2,Medio
16.21088,-95.17433,308.1,2.0,n,N,2023-02-14,2023,2,8,0,Bajo
23.167,-105.02743,315.18,1.37,n,N,2023-05-24,2023,5,8,0,Bajo
18.77247,-102.775,336.63,12.29,n,D,2024-04-05,2024,4,20,1,Alto
28.56232,-108.46333,319.22,1.8,n,N,2023-06-21,2023,6,8,0,Bajo
20.4959,-97.40784,305.52,0.65,n,N,2023-03-03,2023,3,7,0,Bajo
20.93394,-103.74985,333.26,4.54,l,D,2023-05-05,2023,5,19,2,Medio
20.5855,-89.29083,338.94,3.39,l,D,2024-05-03,2024,5,18,2,Medio
19.32362,-104.84956,331.74,2.77,n,D,2024-04-01,2024,4,20,1,Alto
21.16163,-88.84554,338.59,4.54,l,D,2024-04-20,2024,4,19,2,Medio
19.08847,-90.76852,340.44,6.92,n,D,2025-05-14,2025,5,19,1,Alto
18.67856,-88.5107,335.28,5.41,n,D,2025-10-29,2025,10,18,1,Alto
19.23647,-89.59652,306.03,2.57,n,N,2023-03-07,2023,3,8,0,Bajo
20.94251,-89.66225,307.69,4.88,n,N,2024-06-10,2024,6,7,0,Bajo
19.59026,-96.82076,337.56,8.53,n,D,2023-02-13,2023,2,19,1,Alto
19.46909,-89.33964,356.04,13.49,n,D,2023-03-03,2023,3,18,1,Alto
21.49575,-99.30619,350.46,24.26,n,D,2023-06-24,2023,6,20,1,Alto
18.32791,-101.1197,304.99,1.58,n,N,2023-05-09,2023,5,8,0,Bajo
17.94699,-93.6319,342.57,6.9,n,D,2024-06-27,2024,6,19,1,Alto
30.42186,-110.40353,367.0,21.76,h,D,2025-05-25,2025,5,19,1,Alto
21.19301,-101.17543,353.27,29.72,n,N,2024-03-26,2024,3,7,1,Alto
18.1162,-90.2724,307.25,0.82,n,N,2023-04-10,2023,4,7,0,Bajo
19.40188,-103.74095,339.55,4.08,n,D,2023-04-21,2023,4,20,1,Alto
20.0498,-99.27728,305.3,1.6,n,N,2023-09-25,2023,9,8,0,Bajo
17.84051,-93.11507,344.17,18.39,n,N,2023-02-02,2023,2,8,1,Alto
18.50716,-100.75648,341.25,9.4,n,D,2025-05-05,2025,5,20,1,Alto
22.02896,-104.3375,348.13,10.66,n,D,2023-05-01,2023,5,20,2,Medio
17.9857,-93.38304,333.9,3.2,n,D,2024-05-05,2024,5,19,1,Alto
18.89818,-103.19022,332.03,22.95,l,D,2025-05-13,2025,5,19,2,Medio
19.69,-90.56837,334.62,2.81,n,D,2024-05-26,2024,5,19,1,Alto
20.96278,-103.0714,367.0,6.73,l,D,2024-05-09,2024,5,20,2,Medio
21.03279,-103.24062,367.0,3.74,l,D,2024-05-20,2024,5,20,2,Medio
24.14489,-106.19896,332.86,2.19,n,D,2025-05-16,2025,5,20,2,Medio
17.91488,-93.38106,339.18,9.85,n,N,2023-03-28,2023,3,8,0,Bajo
20.10481,-97.87055,310.19,1.69,n,N,2024-05-10,2024,5,8,0,Bajo
