latitude,longitude,brightness,frp,confidence,daynight,acq_date,anio,mes,hora,cluster,riesgo
22.18786,-104.43679,299.97,1.63,n,N,2023-04-04,2023,4,9,0,Bajo
21.27074,-104.62728,340.89,22.68,n,D,2023-05-06,2023,5,20,2,Medio
16.59421,-91.66232,331.5,1.77,n,D,2025-05-06,2025,5,18,1,Alto
21.2855,-98.5721,350.82,10.71,n,D,2024-08-24,2024,8,20,1,Alto
16.88924,-98.52929,311.01,2.04,n,N,2024-05-13,2024,5,7,0,Bajo
18.08745,-92.60395,367.0,14.08,h,D,2024-04-18,2024,4,18,1,Alto
20.17862,-88.21455,333.65,8.51,l,D,2024-05-24,2024,5,18,2,Medio
16.73303,-94.44067,349.18,10.15,n,D,2024-04-13,2024,4,20,1,Alto
20.99986,-104.93954,342.34,4.2,n,D,2024-05-24,2024,5,20,2,Medio
19.0217,-100.5527,341.7,11.12,n,D,2024-05-01,2024,5,19,1,Alto
23.28142,-104.51783,342.33,2.5,n,D,2023-03-03,2023,3,20,2,Medio
18.39802,-89.41901,351.79,6.67,n,D,2025-05-23,2025,5,18,1,Alto
28.17244,-107.57977,338.3,3.6,n,N,2025-03-21,2025,3,8,0,Bajo
19.02197,-98.62457,339.23,3.98,n,N,2024-08-20,2024,8,8,0,Bajo
24.01373,-104.58286,347.93,3.66,n,D,2023-11-16,2023,11,19,2,Medio
22.80546,-103.87788,315.24,1.8,n,N,2024-05-28,2024,5,8,0,Bajo
18.80324,-98.83823,367.0,14.53,h,D,2025-03-08,2025,3,20,1,Alto
17.48902,-93.77724,343.56,4.4,n,D,2023-05-01,2023,5,18,1,Alto
18.03805,-89.4378,325.74,1.56,n,N,2025-04-20,2025,4,7,0,Bajo
29.70329,-111.05252,333.89,2.81,l,D,2023-02-04,2023,2,20,2,Medio
17.94304,-102.20752,312.86,1.44,n,N,2025-01-24,2025,1,7,0,Bajo
16.7372,-93.79956,343.51,2.31,n,D,2025-05-07,2025,5,20,1,Alto
21.55486,-104.74907,303.95,1.48,n,N,2024-05-12,2024,5,8,0,Bajo
25.72268,-100.3007,300.75,0.97,n,N,2025-03-10,2025,3,8,0,Bajo
22.12881,-97.85008,330.62,9.72,n,D,2023-07-20,2023,7,18,1,Alto
18.10368,-94.34688,343.26,6.08,n,D,2024-01-11,2024,1,19,1,Alto
16.85968,-91.82918,343.98,22.92,n,D,2025-05-05,2025,5,19,1,Alto
21.31188,-104.77768,349.46,8.38,n,D,2024-04-22,2024,4,20,2,Medio
16.18882,-97.97763,309.83,1.52,n,N,2023-04-30,2023,4,7,0,Bajo
18.08994,-94.04843,342.16,6.18,n,D,2025-09-22,2025,9,20,1,Alto
24.40541,-107.00398,338.08,4.71,n,D,2024-06-29,2024,6,21,2,Medio
17.90127,-93.17766,305.85,6.53,n,N,2025-12-18,2025,12,8,0,Bajo
26.10513,-98.61728,316.29,1.98,n,N,2025-07-29,2025,7,8,0,Bajo
19.53938,-89.71387,356.38,12.42,n,D,2023-03-26,2023,3,20,1,Alto
32.53855,-116.87804,300.51,0.78,n,N,2025-07-09,2025,7,9,0,Bajo
17.33573,-98.33426,335.61,4.0,n,D,2024-04-03,2024,4,19,1,Alto
24.14364,-106.18648,341.86,5.09,n,N,2025-05-24,2025,5,8,0,Bajo
18.2365,-90.24898,308.49,2.53,n,N,2024-06-04,2024,6,7,0,Bajo
21.93135,-104.92397,341.42,8.41,n,D,2023-05-22,2023,5,20,2,Medio
17.81805,-92.03172,336.79,3.5,n,D,2024-01-25,2024,1,19,1,Alto
19.36872,-98.78268,303.19,1.22,n,N,2025-03-15,2025,3,8,0,Bajo
18.59479,-100.49164,344.39,23.24,l,D,2023-05-02,2023,5,20,2,Medio
16.47252,-90.59853,340.59,4.5,n,D,2023-06-21,2023,6,19,1,Alto
19.83599,-100.06561,298.89,1.75,n,N,2023-03-09,2023,3,9,0,Bajo
18.41777,-93.19254,367.0,20.7,h,N,2025-12-07,2025,12,7,1,Alto
20.10671,-98.43915,345.92,4.52,n,D,2025-02-26,2025,2,20,1,Alto
16.58887,-93.71823,356.43,31.35,n,D,2024-04-11,2024,4,18,1,Alto
20.6132,-90.33582,312.07,2.03,n,N,2024-05-14,2024,5,7,0,Bajo
22.16346,-104.20561,337.03,4.31,l,D,2024-06-09,2024,6,20,2,Medio
24.50141,-106.99601,342.06,3.94,n,D,2024-05-23,2024,5,20,2,Medio
18.24006,-93.09686,316.39,1.47,n,N,2024-04-20,2024,4,8,0,Bajo
17.89158,-93.17591,303.31,0.59,n,N,2024-12-05,2024,12,8,0,Bajo
22.92488,-105.17307,333.14,3.33,l,D,2023-06-09,2023,6,19,2,Medio
21.23149,-103.31059,335.15,7.16,n,D,2023-06-26,2023,6,19,2,Medio
19.80379,-88.59221,308.29,1.43,n,N,2024-05-25,2024,5,7,0,Bajo
30.49872,-109.62973,367.0,24.06,h,D,2023-09-04,2023,9,19,1,Alto
20.52109,-98.3178,334.16,3.27,n,D,2024-05-05,2024,5,19,1,Alto
20.12048,-101.52929,342.81,5.36,n,D,2023-01-04,2023,1,20,1,Alto
18.7356,-90.16691,314.92,2.4,n,N,2023-05-07,2023,5,7,0,Bajo
22.21217,-102.21171,356.27,16.66,l,D,2023-09-05,2023,9,19,2,Medio
19.42717,-100.83753,321.88,1.05,n,N,2025-05-14,2025,5,8,0,Bajo
19.72653,-89.17761,343.2,4.48,n,D,2024-05-24,2024,5,18,1,Alto
21.06778,-89.44009,306.88,0.88,n,N,2024-10-24,2024,10,8,0,Bajo
16.92266,-92.17942,367.0,22.01,h,D,2023-04-21,2023,4,20,1,Alto
16.78026,-99.66104,340.53,7.8,n,D,2023-01-23,2023,1,19,1,Alto
27.20073,-109.97933,332.16,2.62,n,D,2025-01-10,2025,1,20,2,Medio
28.51797,-111.68234,344.16,5.01,n,D,2025-08-12,2025,8,19,2,Medio
16.32516,-94.2478,339.85,3.75,n,D,2024-01-05,2024,1,19,1,Alto
20.49121,-104.34515,299.94,4.52,n,N,2023-05-11,2023,5,7,0,Bajo
19.42509,-96.687,367.0,18.73,h,D,2024-05-20,2024,5,20,1,Alto
20.04102,-89.72693,332.09,1.8,l,D,2023-03-06,2023,3,19,2,Medio
20.22369,-88.56003,348.06,7.93,n,D,2024-05-12,2024,5,19,1,Alto
16.40317,-94.59721,352.84,19.73,n,D,2025-02-28,2025,2,19,1,Alto
17.2584,-91.48775,330.36,10.78,n,D,2023-05-23,2023,5,20,1,Alto
19.7418,-99.39654,355.13,16.65,n,D,2024-04-28,2024,4,20,1,Alto
20.8757,-89.60889,332.02,1.24,n,D,2023-04-21,2023,4,18,1,Alto
17.83753,-99.37125,318.17,2.23,n,N,2023-04-08,2023,4,8,0,Bajo
25.27357,-111.73025,367.0,17.23,h,D,2025-07-19,2025,7,20,1,Alto
19.19355,-90.84899,329.39,6.88,n,N,2024-04-25,2024,4,6,0,Bajo
29.00716,-108.11312,332.26,6.04,n,N,2023-06-15,2023,6,8,0,Bajo
20.36113,-103.61108,299.0,7.11,n,N,2024-05-25,2024,5,9,0,Bajo
19.48714,-89.44032,336.5,3.14,n,D,2023-03-24,2023,3,19,1,Alto
19.06191,-90.13279,305.57,1.35,n,N,2023-04-14,2023,4,7,0,Bajo
15.90758,-93.08208,331.66,13.55,n,D,2024-04-19,2024,4,19,1,Alto
15.48348,-92.56637,295.64,0.95,n,N,2023-04-10,2023,4,7,0,Bajo
18.06156,-99.45142,340.68,3.04,l,D,2024-04-17,2024,4,20,2,Medio
29.2099,-109.90269,309.32,1.97,n,N,2023-05-22,2023,5,9,0,Bajo
17.95662,-94.32016,340.42,12.53,n,D,2025-09-07,2025,9,20,1,Alto
17.84201,-93.11758,350.05,43.77,n,N,2024-11-08,2024,11,6,1,Alto
17.89431,-92.49285,326.05,3.76,n,N,2025-04-29,2025,4,8,0,Bajo
19.59949,-104.59321,309.28,1.51,n,N,2025-05-24,2025,5,8,0,Bajo
18.45971,-88.70187,354.22,29.35,n,D,2024-05-07,2024,5,19,1,Alto
21.2643,-88.84552,367.0,26.5,h,D,2023-04-11,2023,4,18,1,Alto
19.40885,-90.10019,340.59,47.19,l,D,2025-04-19,2025,4,19,2,Medio
25.60439,-100.91708,332.97,2.12,n,D,2023-09-06,2023,9,20,2,Medio
16.71342,-94.09914,313.92,8.07,n,N,2024-03-26,2024,3,7,0,Bajo
26.93419,-108.16696,334.59,10.63,n,D,2024-05-27,2024,5,21,2,Medio
18.03385,-101.77987,350.25,8.64,n,D,2023-05-17,2023,5,20,1,Alto
18.3581,-88.91948,332.05,9.57,n,D,2025-05-22,2025,5,18,1,Alto
20.94125,-104.40927,340.85,2.36,n,N,2023-05-14,2023,5,8,0,Bajo
18.0771,-91.15582,343.15,5.05,l,D,2024-05-29,2024,5,18,2,Medio
18.20345,-94.00447,305.47,5.05,n,N,2023-04-18,2023,4,8,0,Bajo
20.75206,-87.8445,367.0,18.29,h,D,2023-05-24,2023,5,19,1,Alto
19.29283,-97.07176,340.59,16.61,n,D,2023-06-23,2023,6,20,1,Alto
21.58612,-104.59531,344.83,12.34,l,D,2024-05-26,2024,5,19,2,Medio
17.84525,-93.1153,332.34,12.25,n,D,2024-05-20,2024,5,18,1,Alto
17.69237,-96.36989,330.22,9.71,n,D,2025-05-16,2025,5,19,1,Alto
25.77279,-97.62766,337.76,3.91,n,D,2023-03-01,2023,3,19,2,Medio
18.39196,-92.82758,319.29,1.58,n,N,2025-05-18,2025,5,7,0,Bajo
22.3122,-105.32016,344.34,6.44,n,D,2025-05-27,2025,5,20,2,Medio
20.71902,-90.15679,333.61,6.3,n,D,2023-03-26,2023,3,20,1,Alto
20.3199,-88.86289,335.55,7.19,l,D,2023-04-20,2023,4,18,2,Medio
25.00078,-107.92331,337.31,3.62,n,D,2023-07-29,2023,7,21,2,Medio
30.76615,-112.96509,354.69,12.88,n,D,2025-02-07,2025,2,21,2,Medio
18.97891,-99.01721,367.0,23.05,h,D,2025-04-15,2025,4,20,1,Alto
24.89721,-99.62539,330.97,2.72,n,D,2024-10-29,2024,10,19,2,Medio
18.97761,-101.38213,346.81,8.68,n,D,2023-04-25,2023,4,19,1,Alto
18.27996,-91.75813,332.54,5.06,l,D,2025-03-07,2025,3,19,2,Medio
18.57319,-95.74077,333.11,2.81,l,D,2024-06-18,2024,6,19,2,Medio
17.97525,-94.52898,367.0,5.41,h,D,2025-03-08,2025,3,18,1,Alto
18.89347,-91.14888,348.89,6.73,n,D,2024-05-07,2024,5,19,1,Alto
20.59897,-102.41418,347.24,11.26,n,D,2023-05-05,2023,5,19,1,Alto
21.31139,-89.06187,340.04,4.91,l,D,2024-05-17,2024,5,19,2,Medio
18.97526,-102.45174,309.95,2.93,n,N,2024-04-25,2024,4,8,0,Bajo
16.51553,-92.61127,349.73,5.03,n,D,2024-04-03,2024,4,19,1,Alto
16.77862,-99.57527,350.5,8.94,n,D,2023-05-12,2023,5,20,1,Alto
18.03815,-100.95519,340.94,15.17,l,D,2024-05-19,2024,5,20,2,Medio
19.48515,-97.51981,313.14,2.78,n,N,2023-04-04,2023,4,7,0,Bajo
18.64196,-92.17068,344.96,8.18,n,D,2024-04-18,2024,4,20,1,Alto
19.33905,-104.66965,341.5,5.6,n,D,2025-04-06,2025,4,19,1,Alto
16.93117,-91.97239,333.74,3.28,n,D,2025-05-22,2025,5,18,1,Alto
20.00745,-103.57992,348.93,18.54,n,D,2024-04-17,2024,4,20,1,Alto
18.39714,-95.67461,309.18,0.61,n,N,2025-05-21,2025,5,7,0,Bajo
21.8869,-98.95797,338.54,4.11,n,D,2025-04-22,2025,4,19,1,Alto
21.1595,-88.78091,350.35,8.85,n,D,2024-06-06,2024,6,19,1,Alto
17.85506,-101.59789,338.15,3.62,n,D,2025-05-20,2025,5,19,1,Alto
18.39979,-90.68758,341.28,5.87,n,D,2025-04-26,2025,4,18,1,Alto
24.1272,-106.54408,297.56,1.4,n,N,2023-05-08,2023,5,8,0,Bajo
17.84348,-93.11649,367.0,14.66,h,N,2024-05-11,2024,5,8,1,Alto
16.48716,-94.38516,346.33,5.76,n,D,2024-04-17,2024,4,18,1,Alto
20.18514,-89.43234,342.53,4.18,n,D,2024-04-01,2024,4,18,1,Alto
17.87134,-93.49619,343.37,8.36,n,D,2024-05-21,2024,5,19,1,Alto
19.49496,-89.46503,340.72,12.97,l,D,2023-04-09,2023,4,19,2,Medio
17.47816,-91.16193,337.27,3.0,l,D,2024-05-06,2024,5,19,2,Medio
23.1964,-104.8603,299.59,0.95,n,N,2023-06-10,2023,6,8,0,Bajo
19.43886,-102.10263,367.0,23.44,h,D,2024-05-01,2024,5,19,1,Alto
19.13087,-89.02645,304.79,0.9,n,N,2024-04-19,2024,4,6,0,Bajo
18.37403,-90.89928,330.86,5.33,n,D,2023-05-13,2023,5,20,1,Alto
15.98966,-96.7235,341.99,17.12,n,D,2025-05-26,2025,5,19,1,Alto
25.25971,-107.14832,306.47,0.88,n,N,2025-05-13,2025,5,8,0,Bajo
23.5373,-105.84131,333.57,16.45,n,D,2025-05-21,2025,5,20,2,Medio
25.41785,-100.24995,317.9,2.59,n,N,2024-05-27,2024,5,8,0,Bajo
30.30252,-108.78693,307.9,1.66,n,N,2023-06-27,2023,6,9,0,Bajo
18.07771,-101.05672,338.54,5.04,n,D,2024-05-08,2024,5,20,1,Alto
17.10791,-99.94374,345.05,7.49,n,D,2023-05-08,2023,5,19,1,Alto
20.52462,-100.92444,367.0,8.26,h,N,2025-06-28,2025,6,7,1,Alto
18.06487,-93.3113,321.39,2.92,n,N,2025-11-20,2025,11,7,0,Bajo
16.20948,-95.17599,301.91,3.26,n,N,2024-10-06,2024,10,7,0,Bajo
18.03714,-96.81426,338.26,5.8,n,D,2024-07-06,2024,7,20,1,Alto
18.82063,-101.30084,344.62,7.92,l,D,2024-05-03,2024,5,20,2,Medio
18.89823,-99.74473,310.92,1.3,n,N,2024-03-25,2024,3,8,0,Bajo
17.12594,-97.38496,348.63,12.76,n,D,2024-04-29,2024,4,20,1,Alto
20.12208,-102.10895,345.41,21.56,l,D,2023-05-09,2023,5,19,2,Medio
18.89311,-91.16929,345.58,7.26,l,D,2024-05-23,2024,5,19,2,Medio
18.63649,-92.50916,344.25,8.38,n,D,2024-11-02,2024,11,19,1,Alto
18.73482,-96.23668,338.56,6.59,n,D,2023-04-06,2023,4,19,1,Alto
18.00567,-93.4491,332.46,3.36,n,N,2024-05-22,2024,5,8,0,Bajo
20.50507,-89.80854,338.37,3.06,l,D,2023-05-05,2023,5,19,2,Medio
18.22214,-102.89156,338.09,3.11,n,D,2024-05-20,2024,5,20,1,Alto
17.89383,-93.18973,330.38,9.8,n,N,2024-03-25,2024,3,8,0,Bajo
18.81197,-100.54227,305.71,2.32,n,N,2023-03-30,2023,3,7,0,Bajo
19.03762,-90.57606,342.99,9.04,n,D,2024-06-04,2024,6,18,1,Alto
19.97781,-88.74949,330.1,2.01,l,D,2023-03-27,2023,3,19,2,Medio
17.35475,-91.90919,348.26,15.03,n,D,2024-07-08,2024,7,19,1,Alto
17.71865,-93.15548,331.03,0.97,n,D,2025-08-12,2025,8,19,1,Alto
18.13086,-94.20191,324.89,1.68,n,N,2025-03-13,2025,3,7,0,Bajo
17.93174,-102.20654,310.55,4.32,n,N,2024-05-22,2024,5,8,0,Bajo
18.62112,-100.52381,310.91,1.69,n,N,2024-05-05,2024,5,8,0,Bajo
18.11561,-91.20056,337.89,3.7,l,D,2025-05-05,2025,5,19,2,Medio
18.64009,-90.65724,344.36,8.96,n,D,2023-05-18,2023,5,18,1,Alto
17.46885,-100.55676,332.06,15.08,n,D,2023-05-15,2023,5,19,1,Alto
18.92107,-90.34606,340.85,7.02,n,D,2024-05-28,2024,5,19,1,Alto
18.04306,-99.28914,355.08,26.42,n,D,2024-03-21,2024,3,20,1,Alto
17.12186,-97.35236,350.08,11.36,n,D,2024-04-28,2024,4,20,1,Alto
19.60619,-104.80372,306.06,0.54,n,N,2023-05-24,2023,5,8,0,Bajo
18.84428,-89.29069,348.21,13.9,n,D,2024-06-05,2024,6,20,1,Alto
28.15531,-108.05647,310.16,4.27,n,N,2025-06-09,2025,6,8,0,Bajo
16.75686,-99.55103,340.45,6.02,n,D,2023-03-18,2023,3,19,1,Alto
21.90685,-98.79758,336.65,7.53,n,D,2023-09-07,2023,9,20,1,Alto
19.69074,-102.65114,313.36,2.0,n,N,2025-05-06,2025,5,9,0,Bajo
18.37346,-101.56775,339.88,5.35,n,D,2024-06-04,2024,6,20,1,Alto
18.83448,-99.01621,302.08,0.58,n,N,2023-04-28,2023,4,8,0,Bajo
29.87749,-108.438,367.0,38.56,h,D,2025-03-10,2025,3,19,1,Alto
17.85158,-99.72296,334.75,2.6,n,D,2025-04-16,2025,4,20,1,Alto
17.89458,-92.48746,312.33,3.31,n,N,2025-03-09,2025,3,7,0,Bajo
19.75702,-97.75155,334.34,5.85,n,D,2024-06-07,2024,6,19,1,Alto
18.4369,-93.1682,352.21,14.21,n,D,2025-12-06,2025,12,18,1,Alto
26.60194,-107.5315,335.44,4.56,l,D,2023-06-14,2023,6,20,2,Medio
16.63352,-94.85111,349.66,11.59,n,D,2023-05-03,2023,5,19,1,Alto
18.38855,-92.32711,336.13,7.33,n,D,2023-06-23,2023,6,18,1,Alto
18.19073,-101.03328,367.0,14.36,h,D,2025-05-15,2025,5,19,1,Alto
19.40055,-89.66291,335.87,5.53,l,D,2024-03-26,2024,3,18,2,Medio
18.92133,-101.38913,337.95,15.63,n,D,2023-06-06,2023,6,19,1,Alto
21.97734,-102.23043,367.0,10.04,h,D,2025-03-08,2025,3,20,1,Alto
18.96928,-97.96571,313.66,1.7,n,N,2025-09-15,2025,9,8,0,Bajo
18.39441,-91.24271,350.42,8.27,n,D,2023-04-21,2023,4,20,1,Alto
19.62328,-89.44876,341.49,8.45,n,D,2023-05-04,2023,5,19,1,Alto
18.41811,-93.18607,326.1,20.95,n,D,2025-12-17,2025,12,18,1,Alto
25.57791,-108.72244,367.0,15.46,h,D,2023-07-07,2023,7,19,1,Alto
26.35807,-107.51531,303.58,0.7,n,N,2024-06-20,2024,6,9,0,Bajo
17.75732,-100.80656,311.79,4.88,n,N,2024-05-09,2024,5,7,0,Bajo
18.03033,-95.14037,343.72,11.75,n,D,2024-05-24,2024,5,18,1,Alto
16.60065,-93.6098,344.29,9.54,n,D,2024-02-10,2024,2,19,1,Alto
17.89184,-93.19176,342.36,8.62,n,D,2023-05-11,2023,5,19,1,Alto
20.52684,-104.83659,309.76,0.63,n,N,2025-03-31,2025,3,8,0,Bajo
20.426,-102.58977,308.18,1.88,n,N,2025-04-18,2025,4,8,0,Bajo
19.22706,-90.62663,331.11,14.5,n,N,2024-04-16,2024,4,7,0,Bajo
17.90433,-99.66904,337.48,4.51,n,D,2024-04-03,2024,4,19,1,Alto
18.994,-102.55841,338.11,3.74,n,N,2023-01-31,2023,1,9,0,Bajo
18.09114,-94.05034,309.61,1.1,n,N,2024-02-24,2024,2,7,0,Bajo
19.37128,-102.49324,313.07,2.42,n,N,2024-05-12,2024,5,8,0,Bajo
28.28259,-108.61213,332.2,3.3,n,N,2025-05-09,2025,5,8,0,Bajo
15.7252,-96.2522,339.02,4.42,n,D,2023-05-18,2023,5,20,1,Alto
19.08918,-97.95669,345.97,12.02,n,D,2024-12-10,2024,12,19,1,Alto
16.26561,-95.30239,343.75,9.45,l,D,2025-04-27,2025,4,19,2,Medio
24.16669,-105.87542,304.95,0.86,n,N,2023-05-12,2023,5,9,0,Bajo
22.0249,-104.39043,300.47,1.15,n,N,2023-05-28,2023,5,9,0,Bajo
26.59673,-107.55168,304.92,1.16,n,N,2025-05-13,2025,5,8,0,Bajo
20.11399,-105.43885,321.18,1.87,n,N,2024-04-08,2024,4,8,0,Bajo
23.07118,-105.37478,306.6,2.79,n,N,2023-05-29,2023,5,8,0,Bajo
23.24303,-104.82603,338.46,1.98,n,N,2025-05-21,2025,5,7,0,Bajo
18.93124,-90.24925,338.71,4.23,l,D,2025-05-21,2025,5,19,2,Medio
17.89371,-93.17542,342.63,3.13,n,N,2025-01-06,2025,1,8,0,Bajo
22.25207,-99.22181,329.27,3.0,n,N,2024-02-22,2024,2,8,0,Bajo
23.20935,-104.87713,336.32,4.65,l,D,2023-06-09,2023,6,19,2,Medio
16.13299,-93.47454,330.19,9.63,n,D,2023-04-26,2023,4,20,1,Alto
17.98831,-100.98035,315.74,1.95,n,N,2023-04-30,2023,4,7,0,Bajo
18.40428,-100.90173,308.38,1.74,n,N,2024-04-30,2024,4,8,0,Bajo
19.17254,-90.4922,350.42,9.81,n,D,2023-04-12,2023,4,19,1,Alto
16.9178,-95.05089,333.56,5.85,l,D,2023-03-28,2023,3,19,2,Medio
19.01461,-103.60016,304.2,1.04,n,N,2023-06-23,2023,6,7,0,Bajo
19.52617,-89.39931,323.64,3.08,n,N,2023-03-29,2023,3,7,0,Bajo
22.49936,-104.4156,340.97,4.99,l,D,2025-06-02,2025,6,20,2,Medio
21.69318,-105.15977,342.49,4.66,n,D,2023-12-09,2023,12,19,2,Medio
17.47843,-91.31918,334.49,3.58,n,D,2025-11-22,2025,11,19,1,Alto
19.77485,-88.72134,331.1,5.28,l,D,2024-04-17,2024,4,18,2,Medio
19.67995,-105.0735,335.85,5.28,n,D,2023-06-07,2023,6,20,1,Alto
18.64576,-92.17335,315.43,2.39,n,N,2023-05-21,2023,5,8,0,Bajo
16.2396,-93.01544,347.49,15.85,n,D,2024-04-28,2024,4,20,1,Alto
28.30017,-108.68255,303.63,1.04,n,N,2025-05-13,2025,5,8,0,Bajo
16.40423,-93.11961,341.15,20.07,n,D,2024-03-27,2024,3,20,1,Alto
19.63801,-98.96797,321.02,1.34,n,N,2024-04-17,2024,4,7,0,Bajo
21.46387,-87.67232,330.03,1.73,l,D,2023-06-28,2023,6,19,2,Medio
20.72285,-103.2943,355.69,12.0,n,D,2024-05-12,2024,5,19,1,Alto
18.03064,-93.92365,307.29,0.73,n,N,2025-06-05,2025,6,8,0,Bajo
16.91018,-95.37952,308.12,1.27,n,N,2024-05-07,2024,5,8,0,Bajo
18.16621,-90.61472,344.23,2.96,n,D,2024-05-01,2024,5,19,1,Alto
18.06905,-93.31601,301.79,1.69,n,N,2023-01-16,2023,1,7,0,Bajo
20.61419,-90.32379,312.63,1.18,n,N,2024-05-13,2024,5,7,0,Bajo
25.77268,-107.2487,339.79,10.84,n,D,2025-06-12,2025,6,20,2,Medio
17.67266,-99.66006,348.94,8.16,n,D,2024-05-26,2024,5,19,1,Alto
20.87841,-104.96677,356.47,11.87,n,D,2025-05-10,2025,5,20,2,Medio
18.81358,-101.41539,339.84,10.26,l,D,2023-05-29,2023,5,20,2,Medio
16.70283,-94.40467,356.88,32.08,n,D,2024-04-11,2024,4,18,1,Alto
28.65652,-100.47099,343.08,10.92,n,D,2024-11-12,2024,11,20,2,Medio
